properties{
  x = 0,
  y = 0,
  width = 416,
  height = 720,
  min_layer = 0,
  max_layer = 2,
  tileset = "overworld_oakhaven",
  music = "forest_town",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 416,
  height = 720,
  pattern = "193",
}

tile{
  layer = 0,
  x = 224,
  y = 64,
  width = 192,
  height = 336,
  pattern = "206",
}

tile{
  layer = 0,
  x = 176,
  y = 240,
  width = 96,
  height = 160,
  pattern = "206",
}

tile{
  layer = 0,
  x = 16,
  y = 728,
  width = 16,
  height = 16,
  pattern = "191",
}

tile{
  layer = 0,
  x = -128,
  y = 704,
  width = 16,
  height = 16,
  pattern = "2058",
}

tile{
  layer = 0,
  x = -112,
  y = 720,
  width = 256,
  height = 32,
  pattern = "2066",
}

tile{
  layer = 0,
  x = -112,
  y = 704,
  width = 80,
  height = 16,
  pattern = "2059",
}

tile{
  layer = 0,
  x = 8,
  y = 712,
  width = 16,
  height = 16,
  pattern = "1856",
}

tile{
  layer = 0,
  x = 0,
  y = 712,
  width = 32,
  height = 16,
  pattern = "2071",
}

tile{
  layer = 0,
  x = -48,
  y = 352,
  width = 16,
  height = 16,
  pattern = "79",
}

tile{
  layer = 0,
  x = -16,
  y = 576,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = -16,
  y = 592,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = -32,
  y = 608,
  width = 16,
  height = 16,
  pattern = "141",
}

tile{
  layer = 0,
  x = -16,
  y = 608,
  width = 16,
  height = 16,
  pattern = "142",
}

tile{
  layer = 0,
  x = -32,
  y = 592,
  width = 16,
  height = 16,
  pattern = "147",
}

tile{
  layer = 0,
  x = -32,
  y = 608,
  width = 16,
  height = 16,
  pattern = "130",
}

tile{
  layer = 0,
  x = -32,
  y = 704,
  width = 16,
  height = 16,
  pattern = "2063",
}

tile{
  layer = 0,
  x = -32,
  y = 608,
  width = 16,
  height = 16,
  pattern = "2058",
}

tile{
  layer = 0,
  x = -32,
  y = 624,
  width = 16,
  height = 80,
  pattern = "2067",
}

tile{
  layer = 0,
  x = -16,
  y = 624,
  width = 144,
  height = 96,
  pattern = "2066",
}

tile{
  layer = 0,
  x = -16,
  y = 608,
  width = 16,
  height = 16,
  pattern = "2059",
}

tile{
  layer = 0,
  x = -136,
  y = 704,
  width = 8,
  height = 16,
  pattern = "570",
}

tile{
  layer = 0,
  x = -8,
  y = -136,
  width = 16,
  height = 16,
  pattern = "1856",
}

tile{
  layer = 0,
  x = -8,
  y = -40,
  width = 16,
  height = 16,
  pattern = "1856",
}

tile{
  layer = 0,
  x = -8,
  y = 16,
  width = 32,
  height = 16,
  pattern = "1889",
}

tile{
  layer = 0,
  x = -24,
  y = 72,
  width = 32,
  height = 16,
  pattern = "1889",
}

tile{
  layer = 0,
  x = -8,
  y = 144,
  width = 32,
  height = 24,
  pattern = "1854",
}

tile{
  layer = 0,
  x = -32,
  y = 512,
  width = 16,
  height = 64,
  pattern = "208",
}

tile{
  layer = 0,
  x = -32,
  y = 576,
  width = 16,
  height = 16,
  pattern = "90",
}

tile{
  layer = 0,
  x = -32,
  y = 288,
  width = 16,
  height = 64,
  pattern = "208",
}

tile{
  layer = 0,
  x = -32,
  y = 272,
  width = 16,
  height = 16,
  pattern = "79",
}

tile{
  layer = 0,
  x = -16,
  y = 272,
  width = 16,
  height = 16,
  pattern = "80",
}

tile{
  layer = 0,
  x = -32,
  y = 192,
  width = 16,
  height = 16,
  pattern = "90",
}

tile{
  layer = 0,
  x = -16,
  y = 192,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = -32,
  y = 208,
  width = 16,
  height = 16,
  pattern = "147",
}

tile{
  layer = 0,
  x = -16,
  y = 208,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = -16,
  y = 224,
  width = 16,
  height = 16,
  pattern = "141",
}

tile{
  layer = 0,
  x = -32,
  y = 224,
  width = 16,
  height = 16,
  pattern = "130",
}

tile{
  layer = 0,
  x = -32,
  y = 352,
  width = 16,
  height = 16,
  pattern = "1",
}

tile{
  layer = 0,
  x = 0,
  y = 272,
  width = 16,
  height = 16,
  pattern = "80",
}

tile{
  layer = 0,
  x = 16,
  y = 272,
  width = 16,
  height = 16,
  pattern = "81",
}

tile{
  layer = 0,
  x = 32,
  y = 272,
  width = 16,
  height = 16,
  pattern = "80",
}

tile{
  layer = 0,
  x = 48,
  y = 272,
  width = 16,
  height = 16,
  pattern = "81",
}

tile{
  layer = 0,
  x = 64,
  y = 288,
  width = 16,
  height = 32,
  pattern = "209",
}

tile{
  layer = 0,
  x = 64,
  y = 272,
  width = 16,
  height = 16,
  pattern = "82",
}

tile{
  layer = 0,
  x = 64,
  y = 320,
  width = 16,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 112,
  y = 320,
  width = 16,
  height = 16,
  pattern = "80",
}

tile{
  layer = 0,
  x = 144,
  y = 336,
  width = 16,
  height = 64,
  pattern = "209",
}

tile{
  layer = 0,
  x = 144,
  y = 320,
  width = 16,
  height = 16,
  pattern = "82",
}

tile{
  layer = 0,
  x = 128,
  y = 320,
  width = 16,
  height = 16,
  pattern = "81",
}

tile{
  layer = 0,
  x = 80,
  y = 320,
  width = 16,
  height = 16,
  pattern = "80",
}

tile{
  layer = 0,
  x = 96,
  y = 320,
  width = 16,
  height = 16,
  pattern = "81",
}

tile{
  layer = 0,
  x = 464,
  y = 752,
  width = 16,
  height = 16,
  pattern = "192",
}

tile{
  layer = 0,
  x = 512,
  y = 736,
  width = 16,
  height = 16,
  pattern = "3",
}

tile{
  layer = 0,
  x = 480,
  y = 736,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 496,
  y = 736,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 448,
  y = 736,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 464,
  y = 736,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 416,
  y = 736,
  width = 16,
